cost	std 1	std 2000
3	8.474697464923468	8.60384088010204
202	9.53518853635204	9.399209183673468
203	238.39920918367346	239.08206353635202
402	166.95518016581633	167.5267063934949
602	34.48206353635204	34.48206353635204
1001	1.0216840720663267	0.9775015943877553
1002	0.41795918367346935	0.41795918367346935
1003	0.41795918367346935	0.41795918367346935
1202	0.41795918367346935	0.41795918367346935
1203	0.36276945153061224	0.36276945153061224
1401	0.41795918367346935	0.41795918367346935
1403	0.38987603635204077	0.36276945153061224
1601	0.41795918367346935	0.41795918367346935
1602	0.36276945153061224	0.38987603635204077
1603	0.38987603635204077	0.41795918367346935
1802	0.41795918367346935	0.41795918367346935
2001	0.41795918367346935	0.41795918367346935
2002	0.41795918367346935	0.41795918367346935
2003	0.41795918367346935	0.41795918367346935
2201	0.41795918367346935	0.41795918367346935
2202	0.41795918367346935	0.41795918367346935
2203	0.41795918367346935	0.41795918367346935
2402	0.41795918367346935	0.41795918367346935
2403	0.41795918367346935	0.41795918367346935
2602	0.41795918367346935	0.41795918367346935
2603	0.41795918367346935	0.41795918367346935
2802	0.41795918367346935	0.41795918367346935
2803	0.41795918367346935	0.41795918367346935
3001	0.41795918367346935	0.41795918367346935
3002	0.41795918367346935	0.41795918367346935
3003	0.41795918367346935	0.41795918367346935
3202	0.41795918367346935	0.41795918367346935
3203	0.41795918367346935	0.41795918367346935
3402	0.41795918367346935	0.41795918367346935
3403	0.41795918367346935	0.41795918367346935
3602	0.41795918367346935	0.41795918367346935
3603	0.41795918367346935	0.41795918367346935
3802	0.41795918367346935	0.41795918367346935
3803	0.41795918367346935	0.41795918367346935
4000	0.41795918367346935	0.41795918367346935
4002	0.41795918367346935	0.41795918367346935
4003	0.41795918367346935	0.41795918367346935
4203	0.41795918367346935	0.41795918367346935
4402	0.41795918367346935	0.41795918367346935
4403	0.41795918367346935	0.41795918367346935
4602	0.41795918367346935	0.41795918367346935
4603	0.41795918367346935	0.41795918367346935
4802	0.41795918367346935	0.41795918367346935
4803	0.41795918367346935	0.41795918367346935
5003	0.41795918367346935	0.41795918367346935
5202	0.41795918367346935	0.41795918367346935
5203	0.41795918367346935	0.41795918367346935
5403	0.41795918367346935	0.41795918367346935
5603	0.41795918367346935	0.41795918367346935
5803	0.41795918367346935	0.41795918367346935
6002	0.41795918367346935	0.41795918367346935
6003	0.41795918367346935	0.41795918367346935
6203	0.41795918367346935	0.41795918367346935
6403	0.41795918367346935	0.41795918367346935
6603	0.41795918367346935	0.41795918367346935
6803	0.41795918367346935	0.41795918367346935
7003	0.41795918367346935	0.41795918367346935
7403	0.41795918367346935	0.41795918367346935
7803	0.41795918367346935	0.41795918367346935
8003	0.41795918367346935	0.41795918367346935
8203	0.41795918367346935	0.41795918367346935
8803	0.41795918367346935	0.41795918367346935
9403	0.41795918367346935	0.41795918367346935
9603	0.41795918367346935	0.41795918367346935
11003	0.41795918367346935	0.41795918367346935
